energy[au],time[s],kinetic,variance,acceptance_rate
2.0333387338847193,7.552,0.8162868519869992,0.13652631299444806,0.97762
2.0247617878590707,7.567,1.010523914921563,0.0970500449865499,0.97969
1.963314594654113,7.596,1.0409496212904419,1.112204927221267,0.98032
2.0251121446319735,7.801,0.8919815970034,0.19420251492370078,0.97795
1.9862494822093382,7.829,0.9732100264112977,0.6813223133317141,0.97894
1.9892598401994301,7.776,0.9673838608392676,1.7837773922655584,0.97991
2.0013205178736952,8.365,1.0891219531765006,0.4128839045084334,0.97993
2.0212149148047143,8.675,0.9148824396192062,0.14188726007286956,0.97786
2.01924724785705,8.133,0.9925233449861989,0.29897225050625487,0.97838
2.0332826000977806,7.398,0.9043392040997622,0.1309734905137665,0.97875
