energy[au],time[s],variance,acceptance_rate
3.0131729638795237,8.145,0.8470540596323699,0.6419695726299359,0.95379
3.0052872769769965,8.262,0.8618519770465064,0.592438694502734,0.95437
3.0219793537479016,8.481,0.8532400245385199,0.6125553875074718,0.95495
3.0248068406550863,8.702,0.8410034845012592,2.3623217108617762,0.95381
3.0009481594322374,8.779,0.8491306826824112,1.8556704031097802,0.9544
3.003869584204455,8.85,0.8833149398581509,0.6140541426185013,0.95389
3.008295885661134,9.051,0.797906785125168,0.30661634467670673,0.95332
3.0419353936124223,8.845,0.8470972179458846,0.7711338150611589,0.95476
3.006560882697086,7.48,0.8779826781175886,1.7147944864917068,0.95562
3.0158618158903514,4.271,0.8431181551948033,0.5131122833561612,0.95394
