Alpha,Energy,Time
0.2,0,114.54µs
0.25,0,28.178µs
0.3,0,45.234µs
0.35,0,26.729µs
0.4,0,25.96µs
0.45,0,25.528µs
0.5,0,44.456µs
0.55,0,25.66µs
0.6,0,25.662µs
0.65,0,44.725µs
0.7,0,25.939µs
0.75,0,35.788µs
0.8,0,37.68µs
