alpha,beta,energy-per-particle[au],time[s],variance
1,1,1.6465331117663304,13.559,6.00280077305441
0.9681258427988723,0.9873974572279467,1.5434948810922187,13.802,1.025775458210303
0.9484895253093423,0.9788347157247974,1.5388759542193333,13.506,1.3085495126727889
0.9285484366343305,0.9710225414728728,1.5519631050308225,13.682,2.469972088748994
0.9074738603690553,0.9617156456548253,1.5628535036726117,13.575,1.2637131492798215
0.8937101197260173,0.9529992612735465,1.5643473306892441,13.553,3.046294114140993
0.8767944850115206,0.9442899862319679,1.603618853316039,13.476,1.9529754995781747
0.8593552707604367,0.9345989769271593,1.5719088819062574,13.581,1.6287281652586731
0.8462255726324852,0.9258345594822305,1.5852296795467162,13.586,1.2522768556014174
0.8419578870143266,0.9171789962364729,1.5261480010415094,13.817,1.1837932937990434
0.8345069830285675,0.9099101664016298,1.5504784285119515,13.506,1.6926761463470736
0.8290556665494405,0.9022909980351694,1.5256819303017795,13.512,0.8543777652921065
0.8291267022111403,0.8957485778561532,1.5578828659973762,13.61,1.7098865233697005
0.8202712887557941,0.8868294466257275,1.5518784291786387,13.515,2.1215202364404835
0.8131637814909561,0.877410270938982,1.5349943353464939,13.511,1.0868145135934242
0.8165253340843595,0.8702598461423304,1.5455990202281291,13.502,1.7704892999541393
0.8108735713649081,0.8622928521288119,1.5851135991106142,13.513,1.5388447040259425
0.8060952742999701,0.8533354194863394,1.5762030069655706,13.663,2.7888710725153185
0.8079819630151376,0.8442439712244932,1.5537372671451894,13.969,0.7853801697362428
0.8235383126671083,0.8373911903147524,1.5380839890569635,13.47,0.9390399876345406
0.8228284164459158,0.8301317977051091,1.5017376710495678,13.604,1.0195584926351522
0.8176113561743616,0.8233285172034981,1.587700799909334,13.628,1.5968195018655074
0.8079213481827705,0.8144909143063817,1.5062769596179673,13.508,0.5592233124732964
0.8246582794379704,0.8097819455327367,1.5929167882363506,14.266,1.2973874193407475
0.8243548308288733,0.799332405390681,1.5580817812744183,13.495,1.134434362817247
0.8352410902254102,0.7916466071882043,1.5794935072419667,13.547,2.4815815971283737
