alpha,beta,energy-per-particle[au],time[s],variance
1,0.6,1.5568112728625965,13.548,1.4137672180160799
0.9796018112010237,0.5837414218371327,1.6318256979259238,13.736,2.860720651141744
0.952385283527908,0.5626152385582542,1.52363545256192,13.518,1.3092872249594567
0.937040643901041,0.5487693765479423,1.560513106766942,13.608,2.4954368968748373
0.9181046930103142,0.5326537223250414,1.583666399644807,13.596,9.243763350079291
0.90138512949622,0.5152589379335805,1.5326324822633195,13.547,1.0951970237561568
0.8898029170284435,0.5009470268459084,1.5522295618623323,13.494,0.9978673377140019
0.8768640452043036,0.48427032316180774,1.5328737723314962,13.557,0.8015727071206236
0.8705994161003339,0.4709108872281504,1.483551913003739,13.576,0.5863409775901847
0.8642085300324116,0.4598223722062193,1.5682490755398093,13.753,1.5593041326034491
0.8534868640350741,0.4431362090898614,1.5258930679191929,13.457,3.490892733776951
0.8551226758494718,0.4283304625230469,1.5173352605682202,13.496,1.1525299627466303
0.8492008234042921,0.4126600902437519,1.5576293240165435,13.559,1.9349653864967138
0.8396252587788444,0.3939214229369203,1.5522537312187588,13.513,21.267973827612238
0.8324252506879958,0.3776996204306375,1.510161495502359,13.461,2.9572548571442763
0.8388304460325181,0.37020817313670623,1.5094398015002857,13.446,0.7681373687556459
0.8375615542020882,0.35706817972603144,1.5223881113806597,13.506,0.6758489511806172
0.8420520880333544,0.34426212596792694,1.5203133410364074,13.658,0.4373730459713041
0.8555592333571267,0.3336720331391929,1.5530991533804612,13.838,1.151642621518322
0.8626379745808707,0.3187892720295923,1.4884934493745994,13.448,0.2803079959654493
0.8652918943974516,0.31031696445569473,1.534821085897393,13.526,1.1366958741060245
0.8591899268966622,0.2917576026369908,1.5313795148615055,13.641,1.4767253097788853
0.854953500566332,0.2751458466794837,1.4933462052158446,13.501,3.1938455362811933
0.8537409201609605,0.26357174401218586,1.5292746910295902,14.249,0.8046329478768772
0.8577275197044154,0.2495003354591458,1.5082908909228834,13.473,0.7891039049907711
0.8583363920147287,0.23929089038686485,1.5289352481771552,13.51,0.4846199988234705
0.8645652459448409,0.22966083005929566,1.5209874528497977,13.666,1.4468086066294923
0.867764781972059,0.2187676940840456,1.5306549651693306,13.637,2.3763784768056713
0.8644506291210086,0.19976970478752873,1.519901276458876,13.481,1.151994742777699
0.8710626101053186,0.1859094245432277,1.5279918883487436,13.674,0.5587329149380782
0.872285935107779,0.1710824005930742,1.5103372324382878,13.581,1.903480852059971
0.8696282799063216,0.15403145303966462,1.5021026486882334,13.483,0.5853173544395069
