alpha,beta,energy-per-particle[au],time[s],variance
0.5,0.5,1.660606172239688,12.812,1.834127905137814
0.5777051441045639,0.510273323921931,1.6466421127184974,12.22,1.2866311238942103
0.6598544257898914,0.5087346148321613,1.5828228862566174,13.39,1.1203747946831655
0.6933534331941674,0.5046044544283211,1.5473599438778005,11.804,1.1371826173712716
0.7220861662095618,0.4992509870908999,1.5650359159315883,11.201,6.04349575769332
0.7488959496033976,0.49318288357076995,1.5410146971053404,11.086,1.0296906496869855
0.7647612416937246,0.48329590795286,1.566369242462437,11.305,4.630450251101802
0.7882374494159815,0.4759844970894801,1.5493006259432918,11.148,8.561085945072907
0.7993238178046113,0.46684755021543867,1.564176427554065,10.982,1.2288739385027476
0.8070810824264886,0.45534656212062896,1.5415810823084142,12.186,0.558155100364143
0.8215376046858945,0.446042757145491,1.5417021362254872,12.198,0.6532369857683449
0.8357617877290091,0.4368990746598328,1.5569966219051268,12.043,1.027661128885116
0.8351515097334149,0.42290607091805477,1.5274337309009822,12.184,0.7572242452060927
0.8480095532752235,0.4135690636831858,1.5085989108176583,12.031,8.876236621204164
0.849568168859191,0.4030528715909034,1.5381868092974869,12.359,0.6076277688513176
0.850567841905018,0.39073832709005984,1.5155971098161047,12.111,2.830459427588643
0.844451583697628,0.37590320118611154,1.5619243321432261,12.009,2.0320688309519284
0.8489657386868305,0.360255568834638,1.538710433683093,11.836,1.52814286639496
0.8446677999106623,0.34406671761977,1.530522809734587,12.121,0.6643185471611659
0.840814026163059,0.32808004527048756,1.5278979675091033,12.044,2.9944227384854347
0.8420567086647842,0.3123650887537796,1.5595665638260345,12.259,0.9300231999311155
0.8430923310247017,0.2947443603936271,1.5531023292026251,12.041,1.459998565479081
0.8415451764182775,0.2761622580956664,1.5482659476693668,12.031,1.7633249943642255
0.8437126021260415,0.26187048385946454,1.5356545096621945,11.816,0.6942205998446092
0.8500430064528602,0.24906348013935758,1.541296776203179,12.04,1.4252153622150416
0.8610069990037301,0.23633308230468958,1.5296382354543911,12.039,0.6630313148308424
0.8597325897518703,0.22111726383848515,1.5326544180610497,12.138,1.8039414913356815
0.8533029125128042,0.20166243296302228,1.5367556581443247,12.256,2.985526569868549
0.8562736180867109,0.18722754273600212,1.499566573108251,11.905,0.4126203152423127
0.8607412519033045,0.18006346589486755,1.5222695724060882,12.014,0.8363270319892511
0.8625270889211306,0.16585453531975874,1.5301289264473472,12.201,0.8588313484363361
0.8678378376677504,0.1504391970627713,1.5129510356001659,11.882,1.3878157178366468
0.8780389074068143,0.14963075636227047,1.510954433431449,11.931,0.8274575063642597
0.88004321221915,0.13349080785141174,1.526054684231812,12.208,0.7273553234283607
0.8813863724050062,0.11236103871035787,1.5229181867167327,12.286,0.5336608802796423
0.8841068721041545,0.10238272779048535,1.5030279163210956,12.164,1.6026640018727019
0.8884094323243255,0.09648809843864176,1.52783656660765,12.191,1.3587851226170802
0.893006075017467,0.08276135587055079,1.505587977370065,11.816,0.748082121537033
0.8950898198048657,0.07589917811811712,1.5348653921611792,12.224,1.6082407115955135
0.8963814171929486,0.04962093396335687,1.5029183361160363,12.027,2.546438985183052
0.9030264786317063,0.05155003972483145,1.5000985473637,11.986,0.2826287784892738
0.9121957675863909,0.057404833721219094,1.5070317706587206,11.954,0.41411727528508635
0.9201372391991527,0.059676959537883253,1.5103097279115993,11.796,0.8872616831704487
