alpha,beta,energy-per-particle[au],time[s],variance
0.5,0.5,0.04633554134613982,12.789,0.0022814488064463664
0.49800485780203074,0.49805207303529964,0.051104699711937776,12.331,0.0010440942180788455
0.496438924965239,0.49690637123760373,0.09948875794774621,13.431,0.01061924129330219
0.4954043342214318,0.4921586540961551,0.06802935800796206,11.835,0.005639078095180328
0.4932160062197347,0.4882671495331995,0.0381306049025112,11.549,0.00011064350186044958
0.49274545058606006,0.48809410760328736,0.06510502496919776,11.05,0.001765443983273749
0.49212650644148076,0.48663564775755036,0.05271578766288357,11.568,0.0005525107042989898
0.4916098038586301,0.4860441272206499,0.05449129376458826,11.399,0.0009300781176229192
0.4906049363718282,0.48511182645950013,0.05565508482891194,11.114,0.03719096638246597
0.48499021642549534,0.47637535717394985,0.10309697130267398,12.461,0.039523824497666296
0.4850290145002573,0.4651787671654704,0.05305261452755999,12.115,0.0034597093471905142
0.48301423523249437,0.462106720918812,0.09418365725164388,12.081,0.02678317652008959
0.48150867987952234,0.45190325788325175,0.05251477750104844,12.216,0.0003976762733454986
0.4811406630059662,0.4513904023086984,0.05489149825192188,12.643,0.0005199040917902784
0.4807116736621674,0.45074727981269935,0.05024325968064655,12.484,0.0002497987128870661
0.48055940668532565,0.45041881825175517,0.05018023593851361,12.377,0.0008847956285520809
0.47992764374720026,0.44932893698324455,0.0995613795540213,12.142,0.17840700886459035
0.47988291262881844,0.43579761222256197,0.07748661300820896,12.435,0.00837836833014605
0.4758584642106825,0.4288920659803101,0.056974279641931684,12.634,0.0016282237629160756
0.47496508041192087,0.42687386961252116,0.06092460165061038,12.308,0.003351044408217367
0.4739930020202074,0.42349581801006525,0.03650855201637761,12.032,0.000063952064018628
0.4737636591064718,0.4233529423738784,0.05635106634386244,12.333,0.0010875432399263425
0.47287103147056186,0.4219201293174885,0.04519495667977259,12.283,0.0016735514566697304
0.4696334166048445,0.4192516642327362,0.07986907352429125,12.13,0.01378168491916481
0.468870434878896,0.4113578600810679,0.0439238014279212,12.249,0.00042309165456936876
0.46833639753136663,0.41065100945567967,0.08437059985630146,11.982,0.0076725154646681976
0.4700933490914137,0.4039888816320584,0.13416639698746227,12.102,0.03914957661254191
0.46994510509760645,0.38730338804830344,0.061039893664746096,12.025,0.001806074432213759
0.46983891641522163,0.38462059356293365,0.04621501080349722,12.318,0.0007831071089438799
0.46815556317190216,0.3828208748184381,0.07583779091101367,12.292,0.0024578815170885233
0.4673527233512713,0.3799385358627837,0.1317216500116392,12.284,0.06431714904002518
